Participant_ID,Trial_ID,Condition,Stimulus_Word,Stimulus_Color,Response_Key,Correct_Response,Reaction_Time_ms,Accuracy,Trial_Order,Feedback,Age,Gender,Session_Number
P0005,25.0,Incongruent,Red,Green,Space,0.0,876.9115919658625,1.0,25.0,None,44.0,M,2.0
P0006,26.0,Neutral,Blue,Red,Space,0.0,297.9047901193232,1.0,26.0,None,25.0,F,2.0
P0007,27.0,Neutral,Yellow,Red,Space,1.0,222.57879770692907,1.0,27.0,None,20.0,M,2.0
P0008,28.0,Congruent,Red,Yellow,Space,1.0,308.9016407334736,1.0,28.0,None,29.0,F,2.0
P0009,29.0,Incongruent,Yellow,Yellow,Space,0.0,562.6264902829764,0.0,29.0,None,18.0,M,2.0
P0010,30.0,Congruent,Yellow,Red,Space,1.0,172.05898969875398,1.0,30.0,None,56.0,F,2.0
P0011,31.0,Congruent,Blue,Green,Space,1.0,315.72456161415124,1.0,31.0,None,18.0,F,2.0
P0012,32.0,Congruent,Red,Red,Space,1.0,291.1237940656282,1.0,32.0,None,18.0,M,2.0
P0013,33.0,Congruent,Red,Yellow,Space,1.0,345.17122844770455,1.0,33.0,,42.0,M,2.0
P0014,34.0,Neutral,Green,Red,Space,1.0,344.5953756770487,1.0,34.0,None,30.0,F,2.0
P0015,35.0,,Yellow,Blue,Space,0.0,700.4811240282065,1.0,35.0,None,23.0,M,2.0
P0016,36.0,Incongruent,Green,Blue,Space,0.0,1284.9088077367446,1.0,36.0,None,18.0,F,2.0
P0017,37.0,Incongruent,Green,Yellow,Space,0.0,615.1064965992779,1.0,37.0,None,24.0,M,2.0
P0018,38.0,Incongruent,Red,Yellow,Space,0.0,664.2484726606033,0.0,38.0,None,22.0,F,
P0019,39.0,Congruent,Yellow,Green,Space,1.0,261.2533103508228,1.0,39.0,None,37.0,M,2.0
P0020,40.0,Neutral,Yellow,Green,Space,0.0,270.30818840345387,1.0,40.0,None,52.0,F,2.0
P0001,41.0,Neutral,Red,Yellow,Space,0.0,349.3496420606951,1.0,41.0,None,36.0,M,2.0
P0002,42.0,Congruent,Red,Red,Space,1.0,190.14986605043225,1.0,42.0,None,23.0,M,2.0
P0003,43.0,Congruent,Yellow,Yellow,Space,1.0,315.02590066308346,1.0,,None,31.0,M,2.0
P0004,44.0,Congruent,Red,Red,Space,1.0,205.35333153680827,1.0,44.0,None,38.0,M,2.0
P0005,45.0,Incongruent,Green,Yellow,Space,0.0,392.11340434355077,1.0,45.0,None,44.0,M,2.0
P0006,46.0,Congruent,Yellow,Yellow,Space,1.0,,1.0,46.0,None,25.0,F,2.0
P0007,47.0,Congruent,Red,Green,Space,1.0,235.06223920247058,1.0,,None,20.0,M,2.0
P0008,48.0,Congruent,Red,Green,Space,1.0,307.01184230275805,1.0,48.0,None,29.0,F,2.0
P0009,1.0,Neutral,Red,Green,Space,0.0,416.7644535048552,0.0,1.0,None,18.0,M,3.0
P0010,2.0,Neutral,Green,Blue,Space,0.0,348.3417045529623,1.0,2.0,None,56.0,F,3.0
P0011,3.0,Congruent,Red,Red,Space,1.0,200.30793785556924,1.0,3.0,None,18.0,F,3.0
P0012,4.0,Incongruent,Blue,Blue,Space,0.0,621.1281620597682,1.0,4.0,None,18.0,M,3.0
P0013,5.0,Congruent,Red,Yellow,Space,1.0,229.7078841158645,1.0,5.0,None,42.0,M,3.0
P0014,6.0,Congruent,Blue,Green,Space,1.0,175.27528728617398,1.0,6.0,None,30.0,F,3.0
P0015,7.0,Incongruent,Green,Green,Space,0.0,456.47822671912024,1.0,7.0,None,23.0,M,3.0
P0016,8.0,Congruent,Yellow,Red,Space,1.0,288.4527652387799,1.0,8.0,None,18.0,F,3.0
P0017,9.0,Congruent,Red,Blue,Space,1.0,231.5256644805488,1.0,9.0,None,,M,3.0
P0018,10.0,Incongruent,Blue,Red,Space,0.0,517.7669684795164,1.0,10.0,None,22.0,F,3.0
P0019,11.0,Incongruent,Green,Blue,Space,0.0,899.9848494600737,1.0,11.0,None,37.0,M,3.0
P0020,12.0,Congruent,Green,Red,Space,1.0,308.03328842330717,1.0,12.0,,52.0,F,3.0
P0001,13.0,Incongruent,Green,Red,Space,0.0,1151.7693686275643,0.0,13.0,None,36.0,M,3.0
P0002,14.0,Congruent,Green,Yellow,Space,1.0,183.9562012097595,1.0,14.0,None,23.0,M,3.0
P0003,15.0,Congruent,Blue,Green,Space,1.0,208.52838084900398,1.0,15.0,None,31.0,M,3.0
P0004,16.0,Neutral,Green,Blue,Space,1.0,558.1771821047577,0.0,16.0,None,38.0,M,3.0
,17.0,Neutral,Red,Yellow,Space,1.0,316.81078765002553,1.0,17.0,None,44.0,M,3.0
P0006,18.0,Neutral,Yellow,Red,Space,0.0,321.42428163220524,1.0,,None,25.0,F,3.0
P0007,19.0,Neutral,Blue,Green,Space,1.0,247.14336459356852,1.0,19.0,None,20.0,M,3.0
P0008,20.0,Incongruent,Green,Green,Space,0.0,951.0044327767828,0.0,20.0,None,29.0,F,3.0
P0009,21.0,Congruent,Red,Blue,Space,1.0,352.0201322491312,0.0,21.0,None,18.0,M,3.0
P0010,22.0,Incongruent,Blue,Green,Space,0.0,275.0405111609853,1.0,22.0,None,56.0,F,3.0
P0011,23.0,Neutral,Yellow,Blue,Space,1.0,302.44817093391913,0.0,23.0,None,18.0,F,3.0
P0012,24.0,Neutral,Yellow,Green,Space,,397.0514891677074,1.0,24.0,,18.0,M,3.0
P0013,25.0,Incongruent,Green,Green,Space,,660.2025989213437,1.0,25.0,None,42.0,M,3.0
P0014,26.0,Congruent,Yellow,Red,Space,1.0,349.91663181443306,1.0,26.0,None,30.0,F,3.0
P0015,27.0,Incongruent,Green,Red,Space,0.0,552.0786380941138,0.0,27.0,None,23.0,M,3.0
P0016,28.0,Congruent,Green,Yellow,Space,1.0,277.892319813031,1.0,28.0,,18.0,F,3.0
P0017,29.0,Neutral,Yellow,Yellow,Space,0.0,302.6484079170427,1.0,29.0,None,24.0,M,3.0
P0018,30.0,Neutral,Green,Blue,Space,0.0,,1.0,30.0,None,22.0,F,3.0
P0019,31.0,Neutral,Red,Green,Space,0.0,348.8591602592587,1.0,31.0,None,37.0,M,3.0
P0020,32.0,Congruent,Yellow,Yellow,Space,1.0,308.0494781184586,1.0,32.0,None,52.0,F,3.0
P0001,33.0,Neutral,Yellow,Blue,Space,1.0,308.9551240139624,1.0,33.0,None,36.0,M,3.0
P0002,34.0,Neutral,Red,Red,Space,0.0,313.55050083460026,0.0,34.0,None,23.0,,3.0
P0003,35.0,Incongruent,Blue,Red,Space,0.0,640.9434566029225,0.0,,None,31.0,M,3.0
P0004,36.0,Congruent,Yellow,Blue,Space,1.0,,1.0,36.0,None,38.0,M,3.0
P0005,37.0,Incongruent,Yellow,Green,Space,0.0,830.0296372287536,1.0,37.0,None,44.0,M,3.0
P0006,38.0,Incongruent,Green,Yellow,Space,0.0,737.3325275924547,0.0,38.0,None,25.0,F,3.0
P0007,39.0,Incongruent,Yellow,Green,Space,0.0,,1.0,39.0,None,20.0,M,3.0
P0008,40.0,Incongruent,Green,Yellow,Space,0.0,1492.3351950777476,1.0,40.0,None,29.0,F,3.0
P0009,41.0,Incongruent,Blue,Green,Space,0.0,498.424668241194,1.0,41.0,None,18.0,M,3.0
P0010,42.0,Incongruent,Red,Blue,Space,0.0,440.5300665675804,1.0,42.0,None,56.0,F,3.0
P0011,43.0,Neutral,Green,Green,Space,1.0,168.0147010948122,1.0,43.0,None,18.0,F,3.0
P0012,44.0,Neutral,Blue,Yellow,Space,0.0,322.52205188196336,1.0,44.0,None,18.0,M,3.0
P0013,45.0,Congruent,Blue,,Space,1.0,198.26031004991592,1.0,45.0,None,42.0,M,3.0
P0014,46.0,Congruent,Green,Green,Space,1.0,260.47071529300035,1.0,46.0,None,30.0,F,3.0
P0015,47.0,Congruent,Green,Blue,Space,1.0,301.16540723540686,1.0,47.0,None,23.0,M,3.0
P0016,48.0,Neutral,Red,Blue,Space,0.0,222.52422581924,0.0,48.0,None,18.0,F,3.0
P0017,1.0,Neutral,Blue,Green,Space,0.0,187.13078597700286,1.0,1.0,None,24.0,M,1.0
P0018,2.0,Neutral,Blue,Green,Space,1.0,374.5285241211571,0.0,2.0,None,22.0,F,
P0019,3.0,Neutral,Green,Blue,Space,1.0,359.62249565497603,1.0,3.0,None,37.0,M,1.0
P0020,4.0,Neutral,Yellow,Red,Space,0.0,558.6267951689626,1.0,4.0,None,52.0,F,1.0
P0001,5.0,Incongruent,Blue,Red,Space,0.0,1253.6554126765,1.0,5.0,None,36.0,M,1.0
P0002,6.0,Incongruent,Red,Yellow,Space,0.0,692.4654184186178,1.0,6.0,,23.0,M,1.0
P0003,7.0,Incongruent,Red,Blue,Space,0.0,411.16083088827725,1.0,7.0,None,31.0,M,1.0
P0004,8.0,Neutral,Yellow,Blue,,1.0,339.72753205852257,1.0,8.0,None,38.0,M,1.0
P0005,9.0,Congruent,Blue,Blue,Space,1.0,397.7549489685126,1.0,9.0,None,44.0,,1.0
P0006,10.0,Incongruent,Yellow,Yellow,Space,0.0,579.1025768940227,0.0,10.0,None,25.0,F,
P0007,11.0,Congruent,Yellow,Yellow,,1.0,154.7337652231339,1.0,11.0,None,20.0,M,1.0
P0008,12.0,Congruent,Red,,Space,1.0,215.2914648829529,1.0,,None,29.0,F,1.0
P0009,13.0,Incongruent,Blue,Blue,Space,0.0,669.2139516768087,1.0,13.0,None,18.0,M,1.0
P0010,14.0,Neutral,Yellow,Blue,Space,0.0,473.9889139121578,1.0,14.0,None,56.0,F,1.0
P0011,15.0,Incongruent,Blue,Blue,Space,0.0,713.1540610816544,1.0,15.0,None,18.0,F,1.0
P0012,16.0,Incongruent,Red,Yellow,Space,0.0,417.2215129532457,1.0,16.0,None,18.0,M,1.0
P0013,17.0,Neutral,Blue,Yellow,Space,1.0,427.84702093386954,1.0,17.0,None,42.0,M,1.0
P0014,18.0,Neutral,Yellow,Red,Space,0.0,390.2964005575904,1.0,18.0,None,30.0,F,1.0
P0015,19.0,Neutral,Yellow,Green,Space,0.0,274.95473598362344,1.0,19.0,None,23.0,M,1.0
P0016,20.0,Neutral,Blue,Yellow,Space,0.0,496.0626272592045,1.0,20.0,None,18.0,F,1.0
P0017,21.0,Neutral,Blue,Green,Space,1.0,302.733121284808,1.0,21.0,None,24.0,M,1.0
P0018,22.0,Congruent,Yellow,Yellow,Space,1.0,320.7557723798712,1.0,22.0,None,22.0,F,1.0
P0019,23.0,Incongruent,Red,,Space,0.0,458.7534141240806,0.0,23.0,None,37.0,M,1.0
P0020,24.0,Congruent,Blue,Blue,Space,1.0,329.6803357612636,1.0,24.0,None,52.0,F,1.0
P0001,25.0,Incongruent,Yellow,Yellow,Space,0.0,198.70346338885275,1.0,25.0,None,36.0,M,1.0
P0002,26.0,Congruent,Green,Green,Space,1.0,330.7036409774948,1.0,26.0,None,23.0,M,1.0
P0003,27.0,Congruent,Blue,Green,Space,1.0,234.97050070444965,1.0,27.0,None,31.0,,1.0
P0004,28.0,Congruent,Green,Green,Space,1.0,200.220309025026,1.0,28.0,None,38.0,M,1.0
P0005,29.0,Incongruent,Blue,Red,Space,0.0,701.5699282907251,1.0,29.0,None,44.0,M,1.0
P0006,30.0,Neutral,Blue,Blue,Space,1.0,357.84955388185296,1.0,30.0,None,25.0,F,1.0
P0007,31.0,Neutral,Red,Green,Space,0.0,288.67820747167366,1.0,31.0,None,20.0,M,1.0
P0008,32.0,Neutral,,Red,Space,0.0,339.4623295987751,1.0,32.0,None,29.0,F,1.0
P0009,33.0,,Yellow,Yellow,Space,0.0,506.5375319783934,1.0,33.0,None,18.0,M,1.0
P0010,34.0,Neutral,Blue,,Space,1.0,243.36203479143606,1.0,34.0,None,56.0,F,1.0
P0011,35.0,Congruent,Red,Green,Space,1.0,248.21191453834484,0.0,35.0,None,18.0,F,
P0012,36.0,Congruent,Green,Red,Space,1.0,126.2024539566387,1.0,36.0,None,18.0,M,1.0
P0013,37.0,Neutral,Red,Yellow,Space,0.0,306.6196012630719,1.0,37.0,None,42.0,M,1.0
P0014,38.0,Neutral,Blue,Yellow,Space,1.0,413.85617618550197,1.0,38.0,None,30.0,F,1.0
P0015,39.0,Neutral,Blue,Blue,Space,1.0,292.87273844324204,1.0,39.0,None,23.0,M,1.0
P0016,40.0,Congruent,Red,Yellow,Space,1.0,183.95610729779858,1.0,40.0,None,18.0,F,1.0
P0017,41.0,Congruent,Red,Yellow,Space,1.0,328.4948642971453,1.0,41.0,None,24.0,M,1.0
P0018,42.0,,Blue,Red,Space,1.0,495.6990897273544,1.0,42.0,None,22.0,F,1.0
P0019,43.0,Congruent,Red,,Space,1.0,284.4841557300603,1.0,43.0,None,37.0,M,1.0
P0020,44.0,Incongruent,Yellow,Blue,Space,0.0,931.0420330827225,0.0,44.0,None,52.0,F,1.0
P0001,45.0,Incongruent,Green,Blue,Space,0.0,758.5942175547856,1.0,45.0,None,36.0,M,1.0
P0002,,Incongruent,Blue,Green,Space,0.0,523.1378633864209,1.0,46.0,None,23.0,M,1.0
P0003,47.0,Neutral,Yellow,Yellow,Space,0.0,295.64889679006467,1.0,47.0,None,31.0,M,1.0
P0004,48.0,Congruent,Yellow,Blue,Space,1.0,199.19664112089146,1.0,48.0,None,,M,1.0
P0005,1.0,Neutral,Blue,Yellow,Space,1.0,402.115792667121,1.0,1.0,None,44.0,M,2.0
P0006,2.0,Congruent,Blue,Red,Space,1.0,271.5365444819885,1.0,2.0,None,25.0,F,2.0
P0007,3.0,Neutral,Red,Yellow,Space,1.0,200.61742377712807,1.0,3.0,None,20.0,M,2.0
P0008,4.0,Neutral,Green,Red,Space,0.0,385.7965296490253,1.0,4.0,None,29.0,F,2.0
P0009,5.0,Incongruent,Green,Blue,Space,0.0,513.8227752836033,1.0,5.0,None,18.0,M,2.0
P0010,6.0,Neutral,Green,Yellow,Space,1.0,204.90665094442204,1.0,6.0,None,56.0,F,2.0
P0011,7.0,Incongruent,Yellow,Green,Space,0.0,496.08135873964665,1.0,7.0,None,18.0,F,2.0
P0012,8.0,Congruent,Red,Blue,Space,1.0,192.15027136406363,1.0,8.0,,18.0,M,2.0
P0013,9.0,Congruent,Yellow,Green,Space,1.0,349.66289373890845,1.0,9.0,None,42.0,M,2.0
P0014,10.0,Neutral,Red,Green,Space,0.0,377.43883562242473,0.0,10.0,None,30.0,F,2.0
P0015,11.0,Neutral,Red,Blue,,1.0,307.85434965333144,1.0,11.0,None,23.0,M,2.0
P0016,12.0,Neutral,,Yellow,Space,1.0,388.0461721741134,1.0,12.0,None,18.0,F,2.0
P0017,13.0,Congruent,Blue,Green,Space,1.0,183.74295211487166,1.0,13.0,None,24.0,M,2.0
P0018,14.0,Incongruent,Red,Blue,Space,0.0,774.9620460252563,1.0,14.0,None,22.0,F,2.0
P0019,15.0,Congruent,Red,Blue,Space,1.0,201.37845165142778,1.0,15.0,None,37.0,M,2.0
P0020,16.0,,Blue,Yellow,Space,0.0,467.13890984817095,1.0,16.0,None,52.0,F,2.0
P0001,17.0,Incongruent,Green,Red,Space,0.0,1197.9504632472397,1.0,17.0,None,36.0,M,2.0
P0002,18.0,Incongruent,Green,Green,Space,0.0,,1.0,18.0,None,23.0,M,2.0
P0003,19.0,Neutral,Yellow,Yellow,Space,,319.5449520155196,1.0,,None,,M,2.0
P0004,20.0,Congruent,Blue,Yellow,Space,1.0,334.40319424851305,1.0,20.0,None,38.0,M,2.0
P0005,21.0,Incongruent,Red,Yellow,Space,,615.8139854979648,1.0,21.0,None,44.0,M,2.0
P0006,22.0,Congruent,Blue,Red,Space,,295.3965586668539,1.0,22.0,None,25.0,F,2.0
P0007,23.0,Congruent,Blue,Yellow,Space,1.0,347.3629494047266,1.0,23.0,None,20.0,M,2.0
P0008,24.0,Neutral,,Green,Space,0.0,345.97569125654167,1.0,24.0,None,29.0,F,2.0
P0009,25.0,Congruent,Blue,Blue,Space,1.0,255.29413692245507,0.0,25.0,None,18.0,M,2.0
P0010,26.0,Congruent,Yellow,Blue,Space,1.0,188.61146923432864,1.0,26.0,None,56.0,F,2.0
P0011,27.0,Neutral,Red,Yellow,Space,0.0,335.3864427880363,0.0,27.0,None,18.0,F,2.0
P0012,28.0,Neutral,Blue,Blue,Space,0.0,323.36412076383436,1.0,28.0,None,18.0,M,2.0
P0013,29.0,,Blue,Yellow,Space,1.0,384.9157697068704,1.0,29.0,None,42.0,M,2.0
P0014,30.0,Incongruent,Red,Green,Space,0.0,1137.8277557908955,1.0,30.0,None,30.0,F,2.0
P0015,31.0,Congruent,Green,Yellow,Space,1.0,280.5480898034086,1.0,31.0,None,23.0,M,2.0
P0016,32.0,Neutral,Blue,Yellow,Space,1.0,220.09376704511166,1.0,32.0,None,18.0,F,2.0
P0017,33.0,Congruent,Yellow,Blue,Space,1.0,303.1957476083211,1.0,33.0,None,24.0,M,2.0
P0018,34.0,Congruent,Yellow,Blue,Space,1.0,184.9512375493503,1.0,34.0,None,22.0,F,2.0
P0019,35.0,Neutral,Red,Green,Space,0.0,231.8191026145277,1.0,35.0,None,37.0,M,2.0
P0020,,Congruent,Green,Green,Space,,294.27998274360914,1.0,36.0,None,52.0,F,2.0
P0001,37.0,Incongruent,Red,Red,Space,0.0,305.6853717523034,0.0,37.0,None,36.0,M,2.0
P0002,38.0,Incongruent,Red,Blue,Space,0.0,786.9304522640331,1.0,38.0,None,23.0,M,2.0
P0003,39.0,Congruent,Yellow,Green,Space,1.0,123.90665010634496,1.0,39.0,None,31.0,M,2.0
P0004,40.0,Neutral,Yellow,Blue,Space,1.0,316.8535444870363,1.0,40.0,None,38.0,M,2.0
,41.0,Neutral,Green,Red,Space,0.0,529.8853884144669,1.0,41.0,None,44.0,M,2.0
P0006,42.0,Incongruent,Green,Green,Space,0.0,1428.435092056943,0.0,42.0,None,25.0,F,2.0
P0007,43.0,Congruent,Green,Blue,Space,1.0,213.9586502192131,1.0,43.0,None,20.0,M,2.0
P0008,44.0,Incongruent,Red,Yellow,Space,0.0,726.6513711990791,1.0,44.0,None,29.0,F,2.0
P0009,45.0,Incongruent,Red,Blue,Space,0.0,656.9337612686826,1.0,45.0,None,18.0,M,2.0
P0010,46.0,Congruent,Blue,Blue,Space,1.0,226.88141277685696,1.0,46.0,None,56.0,F,2.0
,47.0,Incongruent,Red,Blue,Space,0.0,621.4534696426879,0.0,47.0,None,18.0,F,2.0
P0012,48.0,Incongruent,Red,Blue,Space,0.0,914.9368010805563,1.0,48.0,,18.0,M,2.0
P0013,1.0,Incongruent,Blue,Red,Space,0.0,1350.938338797566,0.0,1.0,None,42.0,M,3.0
P0014,2.0,Neutral,Yellow,Blue,Space,1.0,458.1541777275248,1.0,2.0,None,30.0,F,3.0
P0015,3.0,Incongruent,Red,Yellow,Space,0.0,513.0590787247046,0.0,3.0,None,23.0,M,3.0
P0016,4.0,Congruent,Red,Blue,Space,1.0,255.11038209731626,1.0,4.0,None,18.0,F,3.0
P0017,5.0,Congruent,Green,Red,Space,1.0,296.30351321298394,1.0,5.0,None,24.0,M,3.0
P0018,6.0,Neutral,Green,Red,Space,1.0,286.4227003722003,0.0,6.0,None,22.0,F,
P0019,7.0,Incongruent,Green,Green,Space,0.0,805.1144963118312,0.0,7.0,None,37.0,M,3.0
P0020,8.0,Incongruent,Green,Blue,Space,0.0,690.3587045948224,0.0,8.0,None,52.0,F,3.0
P0001,9.0,Neutral,Yellow,Blue,Space,0.0,337.3877310229337,1.0,9.0,None,36.0,M,3.0
P0002,10.0,Congruent,Green,Red,Space,1.0,109.51731133288024,1.0,10.0,None,23.0,M,3.0
P0003,11.0,Neutral,Yellow,Green,Space,0.0,289.6954087265669,1.0,11.0,None,31.0,M,3.0
P0004,12.0,Congruent,Red,Red,Space,1.0,163.76947600526714,1.0,12.0,None,38.0,M,3.0
P0005,13.0,Congruent,Green,Yellow,Space,1.0,299.1951770070972,1.0,13.0,None,44.0,M,3.0
P0006,14.0,Neutral,Green,Blue,Space,1.0,251.46243239908097,1.0,14.0,None,25.0,F,3.0
P0007,15.0,Congruent,Green,Green,Space,1.0,288.2967879354289,1.0,15.0,None,20.0,M,3.0
P0008,16.0,Incongruent,Red,Red,Space,,633.4123704141738,1.0,16.0,None,29.0,F,3.0
P0009,17.0,Neutral,Red,Red,Space,1.0,562.5225676385841,1.0,17.0,None,18.0,M,3.0
P0010,18.0,Incongruent,Blue,Green,Space,0.0,760.3412883474275,1.0,18.0,None,56.0,F,3.0
P0011,19.0,Congruent,Yellow,Blue,Space,1.0,131.4931013589153,1.0,19.0,None,18.0,F,3.0
P0012,20.0,Congruent,Yellow,Green,Space,,193.70610188175414,1.0,20.0,None,18.0,M,3.0
P0013,21.0,Congruent,Green,Red,Space,1.0,248.92070828753234,1.0,21.0,None,42.0,M,3.0
P0014,22.0,Congruent,Yellow,Blue,Space,1.0,281.169324215515,1.0,22.0,None,30.0,F,3.0
P0015,23.0,Neutral,Blue,Blue,Space,1.0,469.9240710792034,1.0,,None,23.0,M,3.0
P0016,24.0,Neutral,Blue,Blue,Space,0.0,249.5810788248321,1.0,24.0,None,18.0,F,3.0
P0017,,,Red,Red,Space,0.0,1313.5173462117525,0.0,25.0,None,24.0,M,3.0
P0018,26.0,Neutral,Blue,Red,Space,1.0,365.1716355540722,1.0,26.0,None,,F,3.0
P0019,27.0,Incongruent,Green,Yellow,Space,0.0,802.6658317902626,1.0,27.0,None,37.0,M,3.0
P0020,28.0,Neutral,Yellow,Yellow,Space,0.0,337.94296422057494,1.0,28.0,None,52.0,F,3.0
P0001,29.0,Congruent,Blue,Yellow,Space,1.0,182.3440213109314,1.0,29.0,None,36.0,M,3.0
P0002,30.0,Congruent,Green,Green,Space,1.0,309.49403202270906,1.0,30.0,None,23.0,M,3.0
P0003,31.0,Neutral,Blue,Red,Space,1.0,240.40667363130325,1.0,31.0,None,31.0,M,3.0
P0004,32.0,Congruent,Blue,Red,Space,1.0,198.06370198143523,1.0,32.0,,38.0,M,3.0
P0005,33.0,Neutral,Blue,Yellow,Space,0.0,250.8994756434307,1.0,33.0,None,44.0,M,3.0
P0006,,Neutral,Blue,Blue,Space,0.0,267.4412888424017,1.0,,None,25.0,F,3.0
P0007,35.0,Neutral,Blue,Green,Space,0.0,459.16992428847203,1.0,35.0,None,20.0,M,3.0
P0008,36.0,Incongruent,Yellow,Green,Space,,1229.2973216466944,1.0,36.0,None,29.0,F,3.0
P0009,37.0,Incongruent,Yellow,Green,Space,0.0,430.00978130858806,1.0,37.0,None,18.0,M,3.0
P0010,38.0,Neutral,Yellow,Red,Space,1.0,374.15359477619546,1.0,38.0,,56.0,F,3.0
P0011,39.0,Congruent,Blue,Blue,Space,1.0,280.64192422884827,1.0,39.0,None,18.0,F,3.0
P0012,40.0,Neutral,Yellow,Yellow,Space,1.0,378.48996383463515,1.0,40.0,None,18.0,M,3.0
P0013,41.0,Neutral,Green,Yellow,Space,1.0,275.90454152021783,1.0,41.0,None,42.0,M,3.0
P0014,42.0,Incongruent,Yellow,Blue,Space,0.0,574.3926712769614,0.0,42.0,None,30.0,F,3.0
P0015,43.0,Congruent,Red,Yellow,Space,1.0,261.13929856190924,1.0,43.0,None,23.0,M,3.0
P0016,44.0,Incongruent,Yellow,Blue,Space,0.0,626.0868319595651,1.0,44.0,None,18.0,F,3.0
P0017,45.0,Neutral,Green,Green,Space,1.0,471.96717790864284,1.0,45.0,None,24.0,M,3.0
P0018,46.0,Congruent,Green,Red,Space,1.0,169.22367421948954,1.0,46.0,None,22.0,F,3.0
P0019,47.0,Incongruent,Red,Yellow,Space,0.0,659.5075601657168,1.0,47.0,None,37.0,M,3.0
P0020,48.0,Congruent,Red,Red,Space,1.0,315.0475446172002,1.0,48.0,None,52.0,F,3.0
P0001,1.0,Incongruent,Red,Yellow,Space,0.0,567.6495189205727,0.0,1.0,None,36.0,M,1.0
P0002,2.0,Incongruent,Blue,Blue,Space,0.0,693.3787104784877,1.0,2.0,None,23.0,M,1.0
P0003,3.0,Neutral,Red,Blue,Space,1.0,443.70624255899963,1.0,3.0,None,31.0,M,1.0
P0004,4.0,Congruent,Green,Red,Space,1.0,200.3639444639398,1.0,4.0,None,38.0,M,1.0
P0005,5.0,Neutral,Yellow,Red,Space,0.0,248.2241346999549,1.0,5.0,None,44.0,M,1.0
P0006,6.0,Congruent,Green,Yellow,Space,1.0,293.0621963094588,0.0,6.0,None,25.0,F,1.0
P0007,7.0,Incongruent,Blue,,Space,0.0,,1.0,7.0,None,20.0,M,1.0
P0008,8.0,Neutral,Green,Yellow,Space,0.0,451.8355303553413,1.0,8.0,None,29.0,F,1.0
P0009,9.0,Congruent,Blue,Green,Space,1.0,136.50218881069972,1.0,9.0,None,,M,1.0
P0010,10.0,Neutral,Yellow,Blue,Space,0.0,691.1550481689322,1.0,10.0,None,56.0,F,1.0
P0011,11.0,Neutral,Green,Red,Space,1.0,285.6139788292311,1.0,11.0,,18.0,F,1.0
P0012,12.0,Incongruent,Yellow,Yellow,Space,0.0,980.1635518049587,1.0,12.0,None,18.0,M,1.0
P0013,13.0,Incongruent,Yellow,Yellow,Space,0.0,1027.7028517890737,1.0,13.0,None,42.0,M,1.0
P0014,14.0,Neutral,Yellow,Red,Space,0.0,458.6151265343116,1.0,14.0,None,30.0,F,1.0
P0015,15.0,Incongruent,Yellow,Green,Space,0.0,780.4334007537775,1.0,15.0,None,23.0,M,1.0
P0016,16.0,Congruent,Blue,Green,Space,1.0,150.4548476857957,1.0,16.0,None,18.0,F,1.0
P0017,17.0,Incongruent,Yellow,Green,Space,0.0,537.2202241515665,0.0,17.0,None,24.0,M,1.0
P0018,18.0,Congruent,Yellow,Yellow,Space,1.0,197.6015989718688,1.0,18.0,None,22.0,F,1.0
P0019,19.0,Congruent,Blue,Blue,Space,1.0,185.76622081237576,1.0,19.0,None,37.0,M,1.0
P0020,20.0,Incongruent,Red,Blue,Space,0.0,879.5752011212218,1.0,20.0,None,52.0,F,1.0
P0001,21.0,Neutral,Blue,Red,Space,1.0,365.94823982812,1.0,21.0,None,36.0,M,1.0
P0002,22.0,Congruent,Yellow,Yellow,Space,1.0,179.62696912974576,1.0,22.0,None,23.0,M,1.0
P0003,23.0,Incongruent,Red,Blue,Space,0.0,633.438517172052,1.0,23.0,None,31.0,M,1.0
P0004,24.0,Congruent,Green,Green,Space,1.0,388.5316362490692,1.0,24.0,None,38.0,M,1.0
P0005,25.0,Incongruent,Green,Yellow,Space,0.0,844.6564057977289,0.0,25.0,None,44.0,M,1.0
P0006,26.0,Congruent,Blue,Green,Space,1.0,283.28952147468897,1.0,,None,25.0,F,1.0
P0007,27.0,Congruent,Green,Yellow,Space,1.0,300.4669938868704,,27.0,,20.0,M,1.0
P0008,28.0,Congruent,Green,Blue,Space,1.0,402.916551629938,1.0,28.0,None,29.0,F,1.0
P0009,29.0,Incongruent,Red,Green,Space,0.0,801.6819609012922,0.0,29.0,None,18.0,M,1.0
P0010,30.0,Congruent,Red,Green,Space,1.0,301.4222336837499,1.0,30.0,None,56.0,F,1.0
P0011,31.0,Neutral,Green,Blue,Space,0.0,187.43762154241261,1.0,31.0,None,18.0,F,
P0012,32.0,,Red,Red,Space,1.0,266.1821572296955,1.0,32.0,None,18.0,M,1.0
P0013,33.0,Incongruent,Yellow,Green,Space,0.0,250.54421191666725,1.0,33.0,None,42.0,M,1.0
P0014,34.0,Neutral,Green,Green,Space,1.0,308.29753895037965,1.0,34.0,None,30.0,F,1.0
P0015,35.0,Congruent,Yellow,Blue,Space,1.0,258.34050729384853,0.0,35.0,None,23.0,M,1.0
,36.0,Congruent,Yellow,Green,Space,1.0,251.5851641894662,1.0,36.0,None,18.0,F,
P0017,37.0,Neutral,Yellow,Green,Space,0.0,234.41275856706966,1.0,37.0,None,24.0,M,1.0
