Participant_ID,Card_ID,Card_Label,Assigned_Category,Category_Correct,Confidence_Rating,Task_Success,Path_Length,Time_on_Task_s,Design_Version
P0117,Card_617,Faculty,Administration,1.0,2.0,1.0,2.0,55.8472025417874,Current
P0118,Card_618,Courses,Academics,1.0,3.0,1.0,4.0,200.19101042172053,Proposed
P0119,Card_619,Campus,Academics,1.0,5.0,1.0,2.0,61.60750719456499,Proposed
P0120,Card_620,Research,Main_Nav,0.0,5.0,1.0,4.0,19.171017965874277,Current
P0121,Card_621,Courses,Main_Nav,1.0,3.0,0.0,1.0,14.54916034929799,Current
P0122,Card_622,Contact,Main_Nav,1.0,5.0,1.0,4.0,254.80767585042656,Proposed
P0123,Card_623,Contact,Administration,0.0,3.0,0.0,3.0,219.47614054390024,Current
P0124,Card_624,About,Main_Nav,1.0,5.0,1.0,2.0,22.020020896860803,Proposed
P0125,Card_625,About,Academics,1.0,4.0,1.0,2.0,70.70745072309865,Proposed
P0001,Card_626,Campus,Resources,0.0,3.0,1.0,3.0,20.59656835819835,Current
P0002,Card_627,Campus,Main_Nav,1.0,5.0,1.0,5.0,40.26520082916898,Proposed
P0003,Card_628,Research,Resources,1.0,5.0,1.0,5.0,20.967105043525027,Proposed
P0004,Card_629,Contact,Administration,1.0,5.0,1.0,5.0,125.16613060386365,Current
P0005,Card_630,Admissions,Academics,1.0,3.0,1.0,3.0,15.26525018228384,Proposed
P0006,Card_631,Campus,Administration,0.0,3.0,1.0,1.0,58.75495746631869,Current
P0007,Card_632,Courses,Resources,,5.0,1.0,1.0,87.67625732992273,Current
P0008,Card_633,Contact,Administration,1.0,4.0,1.0,4.0,65.03193041945815,Current
P0009,Card_634,Home,Administration,1.0,5.0,1.0,6.0,54.42977359268255,Proposed
P0010,Card_635,Research,Administration,1.0,4.0,1.0,5.0,148.8451411140515,Proposed
P0011,Card_636,Faculty,Administration,1.0,3.0,1.0,3.0,24.451017638030667,Proposed
P0012,Card_637,Campus,Resources,1.0,4.0,1.0,5.0,78.9284710339594,Current
P0013,Card_638,Courses,Resources,1.0,4.0,1.0,2.0,56.67588942401211,Proposed
P0014,Card_639,Campus,Resources,1.0,3.0,1.0,6.0,108.53604124729728,Proposed
P0015,Card_640,Courses,Main_Nav,1.0,4.0,1.0,1.0,26.439834929207446,Proposed
P0016,Card_641,Admissions,Academics,0.0,5.0,1.0,0.0,47.74611674561841,Current
P0017,Card_642,About,Academics,1.0,1.0,1.0,2.0,34.95298290509986,Current
P0018,Card_643,Research,Academics,0.0,5.0,1.0,1.0,25.657090580253495,Current
P0019,Card_644,Home,Resources,1.0,4.0,1.0,1.0,8.696376738341657,
P0020,Card_645,Home,Academics,1.0,2.0,1.0,4.0,80.74255348832668,Proposed
P0021,Card_646,,Main_Nav,1.0,5.0,1.0,2.0,228.71020853457455,Current
P0022,Card_647,Campus,Academics,0.0,5.0,1.0,1.0,57.184238805078685,Current
P0023,Card_648,Faculty,Administration,0.0,4.0,1.0,5.0,14.894947558540258,Current
P0024,Card_649,Contact,Resources,1.0,3.0,,,128.26615681206266,Proposed
P0025,Card_650,Home,Administration,1.0,4.0,1.0,5.0,25.09584130040173,Current
P0026,Card_651,Research,,0.0,5.0,1.0,1.0,100.98704976769548,Current
P0027,Card_652,Admissions,Resources,1.0,2.0,1.0,3.0,39.299561137278644,Proposed
P0028,Card_653,About,Resources,1.0,2.0,1.0,1.0,77.45286683929177,Current
P0029,Card_654,Courses,Main_Nav,1.0,4.0,0.0,4.0,20.373218532706346,Proposed
P0030,Card_655,Faculty,Main_Nav,1.0,1.0,1.0,2.0,50.76410014695461,Proposed
P0031,Card_656,Home,Administration,1.0,5.0,1.0,5.0,84.1313236756632,Proposed
P0032,Card_657,,Main_Nav,1.0,5.0,1.0,6.0,75.91857506658279,Current
P0033,Card_658,About,Resources,1.0,5.0,1.0,3.0,95.86626615631536,Current
P0034,,Campus,Resources,1.0,3.0,1.0,3.0,34.53351949839011,Proposed
P0035,Card_660,About,Academics,1.0,4.0,1.0,1.0,83.69438907877353,Proposed
P0036,Card_661,Contact,Academics,1.0,5.0,1.0,1.0,127.96285089010941,Proposed
P0037,Card_662,About,Resources,1.0,4.0,1.0,2.0,43.17168863181133,Current
P0038,Card_663,Home,Resources,1.0,5.0,0.0,3.0,101.71753489749749,Proposed
P0039,Card_664,About,Resources,1.0,4.0,0.0,5.0,87.49733460336014,Proposed
P0040,Card_665,Faculty,Administration,1.0,1.0,1.0,3.0,,
P0041,Card_666,Courses,Academics,1.0,5.0,1.0,3.0,100.87825086137494,Current
P0042,Card_667,Research,Main_Nav,0.0,1.0,1.0,,91.98181878309121,Current
P0043,Card_668,Admissions,Administration,1.0,3.0,1.0,0.0,33.961286362491855,Proposed
P0044,Card_669,About,Academics,1.0,5.0,1.0,3.0,332.07420144330325,Proposed
P0045,Card_670,Research,Academics,0.0,5.0,1.0,2.0,93.60550080404585,Current
P0046,Card_671,Faculty,Main_Nav,1.0,5.0,1.0,5.0,113.22182345389852,Proposed
P0047,Card_672,Faculty,Administration,1.0,3.0,1.0,2.0,39.422409587961894,Proposed
P0048,Card_673,Courses,Resources,1.0,4.0,0.0,1.0,21.86815833853763,Current
P0049,Card_674,Faculty,Administration,1.0,4.0,0.0,3.0,40.19189847107719,Current
P0050,Card_675,,Resources,1.0,4.0,0.0,4.0,92.41343674496146,Proposed
P0051,Card_676,Faculty,Academics,1.0,5.0,1.0,4.0,11.035101742252666,Proposed
P0052,Card_677,About,Academics,1.0,3.0,1.0,2.0,42.174511326285575,Proposed
P0053,Card_678,Admissions,Academics,1.0,4.0,1.0,2.0,50.44419744561563,Proposed
P0054,Card_679,Admissions,Academics,1.0,4.0,1.0,4.0,9.792361982421719,Proposed
P0055,Card_680,Contact,Resources,1.0,5.0,1.0,0.0,50.194302032786624,Proposed
P0056,Card_681,Contact,Resources,1.0,5.0,,2.0,12.49067663148422,Proposed
P0057,Card_682,Faculty,Main_Nav,1.0,4.0,1.0,6.0,234.39225873529327,Current
P0058,Card_683,,Academics,1.0,4.0,1.0,2.0,122.9766760519528,Proposed
P0059,Card_684,Research,Resources,1.0,4.0,0.0,3.0,62.128676110016514,Proposed
P0060,Card_685,,Academics,1.0,3.0,1.0,7.0,36.08003604452998,Current
P0061,Card_686,Home,Administration,1.0,4.0,1.0,2.0,48.91786472275938,Proposed
P0062,Card_687,Faculty,Academics,1.0,4.0,1.0,5.0,12.419522541453485,Current
P0063,Card_688,Research,Resources,1.0,3.0,1.0,2.0,81.63714922301736,Proposed
P0064,Card_689,Home,Administration,1.0,2.0,1.0,5.0,53.61951272274858,Proposed
P0065,Card_690,Contact,Main_Nav,1.0,4.0,1.0,3.0,17.833919637628597,Current
P0066,Card_691,About,Resources,1.0,3.0,1.0,1.0,43.3082269324069,Proposed
P0067,Card_692,Courses,Main_Nav,1.0,5.0,,3.0,66.9887399041094,Proposed
P0068,Card_693,Campus,Administration,1.0,1.0,1.0,3.0,49.31866768954407,Current
P0069,Card_694,Home,Main_Nav,0.0,2.0,1.0,2.0,114.56394569894658,Current
P0070,Card_695,Contact,Academics,1.0,5.0,1.0,1.0,57.2011426934805,Proposed
P0071,Card_696,Admissions,Main_Nav,1.0,2.0,1.0,1.0,27.31681530505459,Current
P0072,Card_697,Campus,Resources,1.0,3.0,1.0,5.0,29.358814631960794,Current
P0073,Card_698,Research,Resources,1.0,4.0,0.0,3.0,89.9590236314907,Proposed
P0074,Card_699,Admissions,Administration,0.0,5.0,1.0,3.0,56.77177133210342,Current
P0075,Card_700,Contact,Resources,0.0,4.0,1.0,4.0,149.7443411242113,Current
P0076,Card_701,Faculty,Administration,1.0,4.0,1.0,4.0,49.253580149747286,Proposed
P0077,Card_702,Courses,Academics,1.0,4.0,1.0,2.0,333.48226493077976,Proposed
P0078,Card_703,Home,Resources,1.0,3.0,1.0,4.0,33.855979727606275,Current
P0079,Card_704,Courses,Academics,,3.0,1.0,7.0,51.95800143170301,Proposed
P0080,Card_705,About,Administration,1.0,4.0,0.0,3.0,,Proposed
P0081,Card_706,Courses,Main_Nav,1.0,5.0,1.0,1.0,44.26186161592602,Proposed
P0082,Card_707,About,Academics,1.0,4.0,1.0,1.0,23.74046922935513,Proposed
P0083,Card_708,Admissions,Resources,1.0,3.0,0.0,3.0,46.578166597325115,Current
P0084,Card_709,Faculty,Administration,0.0,3.0,1.0,2.0,146.26180328636372,Current
P0085,,Contact,Administration,1.0,1.0,1.0,7.0,44.05295494132978,Proposed
P0086,Card_711,Admissions,Administration,1.0,2.0,1.0,3.0,59.09279517686647,Proposed
P0087,Card_712,Campus,Main_Nav,1.0,3.0,1.0,2.0,73.33714914453559,Proposed
P0088,Card_713,Home,Main_Nav,1.0,5.0,1.0,1.0,48.65903645489113,Proposed
P0089,Card_714,Campus,Administration,1.0,1.0,1.0,4.0,39.86483170505516,Proposed
P0090,Card_715,Faculty,Academics,1.0,3.0,1.0,1.0,253.70928649978038,Proposed
P0091,Card_716,Contact,Academics,1.0,3.0,0.0,5.0,98.72604401334449,Proposed
P0092,Card_717,About,Administration,1.0,5.0,0.0,4.0,33.882608126581715,
P0093,Card_718,Research,Administration,1.0,5.0,,3.0,,Proposed
P0094,Card_719,Contact,Main_Nav,1.0,5.0,1.0,3.0,18.811886580840927,Current
P0095,Card_720,Courses,Resources,1.0,4.0,1.0,3.0,31.919301793561573,Proposed
P0096,Card_721,Courses,Administration,0.0,5.0,1.0,4.0,20.67650256884032,Current
P0097,Card_722,Admissions,Administration,1.0,3.0,0.0,6.0,34.37208174932703,Proposed
P0098,Card_723,About,Resources,1.0,4.0,1.0,,42.118672266306575,Current
P0099,Card_724,About,Academics,1.0,3.0,1.0,4.0,36.20404499186521,Current
P0100,Card_725,Admissions,Resources,1.0,4.0,1.0,4.0,74.01218071152095,Proposed
P0101,Card_726,Campus,Resources,1.0,4.0,1.0,1.0,26.960810280180933,Proposed
P0102,Card_727,Campus,Main_Nav,1.0,2.0,1.0,3.0,16.271906317680592,Proposed
P0103,Card_728,Research,Main_Nav,1.0,3.0,0.0,4.0,63.79420900770419,Proposed
P0104,Card_729,Courses,Administration,0.0,5.0,1.0,2.0,56.73602835760191,Current
P0105,Card_730,Contact,Academics,1.0,4.0,1.0,6.0,23.685806664096823,Proposed
P0106,Card_731,Admissions,Academics,1.0,,0.0,5.0,12.185066543913116,Current
P0107,Card_732,Admissions,Administration,1.0,3.0,1.0,1.0,15.720726127892902,Proposed
P0108,Card_733,Research,Academics,1.0,,1.0,3.0,102.77953427418335,Proposed
P0109,Card_734,Faculty,Academics,1.0,5.0,1.0,4.0,54.85565306351107,Current
,Card_735,Research,Administration,1.0,2.0,1.0,1.0,68.96394059772446,Current
P0111,Card_736,Contact,Main_Nav,1.0,4.0,1.0,3.0,37.473351785146875,Proposed
P0112,Card_737,Admissions,Administration,1.0,5.0,1.0,7.0,97.68927003210489,Proposed
P0113,Card_738,Courses,Resources,1.0,5.0,1.0,6.0,72.41003165360436,Proposed
P0114,Card_739,Home,Main_Nav,,4.0,1.0,0.0,172.08153658024102,Current
P0115,Card_740,Home,Resources,1.0,5.0,1.0,3.0,40.75419659881381,Current
P0116,Card_741,Admissions,Academics,1.0,4.0,0.0,7.0,25.29459944468695,Proposed
P0117,Card_742,Courses,Academics,1.0,4.0,1.0,2.0,112.38295232544128,Current
P0118,Card_743,Research,Academics,1.0,3.0,1.0,2.0,85.59254367161603,Proposed
P0119,Card_744,Research,Academics,1.0,2.0,1.0,7.0,51.510315844558285,Proposed
P0120,Card_745,About,Resources,1.0,3.0,1.0,2.0,20.2543653473691,Proposed
P0121,Card_746,Faculty,Academics,1.0,2.0,0.0,1.0,49.00542255417644,Current
P0122,Card_747,Campus,Academics,1.0,5.0,1.0,8.0,31.151960734206895,Proposed
P0123,Card_748,About,Academics,1.0,3.0,1.0,6.0,17.672917166835013,Current
P0124,Card_749,About,Resources,0.0,3.0,1.0,3.0,35.352460036910436,Current
P0125,Card_750,Faculty,Administration,1.0,5.0,1.0,5.0,173.5594647604623,Proposed
P0001,Card_751,About,,1.0,5.0,1.0,4.0,137.09455854764863,Current
P0002,Card_752,Courses,Academics,1.0,5.0,1.0,4.0,44.522491852116396,Current
P0003,,Faculty,Resources,0.0,3.0,1.0,3.0,172.91915201214906,
P0004,Card_754,Campus,Resources,1.0,4.0,1.0,1.0,116.56518664808917,Proposed
P0005,Card_755,Research,Main_Nav,,5.0,1.0,1.0,71.82353360519816,Proposed
P0006,Card_756,Courses,Resources,1.0,2.0,,4.0,37.718802046143104,Current
P0007,Card_757,Home,Main_Nav,1.0,3.0,1.0,7.0,49.259285559118744,Proposed
P0008,Card_758,About,Main_Nav,1.0,2.0,1.0,5.0,18.967849801479733,Proposed
P0009,Card_759,About,Resources,1.0,5.0,0.0,6.0,15.24613454849362,Proposed
P0010,Card_760,Research,Academics,1.0,,1.0,4.0,80.57776517823089,Proposed
P0011,Card_761,Faculty,Administration,1.0,3.0,1.0,2.0,6.8863148977896405,Proposed
P0012,Card_762,Campus,Main_Nav,1.0,4.0,1.0,2.0,62.84377918361161,Proposed
P0013,Card_763,Faculty,Administration,1.0,4.0,1.0,3.0,50.23377468873595,Proposed
P0014,Card_764,Home,Academics,1.0,3.0,,5.0,66.78374692391004,Current
P0015,Card_765,Admissions,Administration,1.0,5.0,1.0,8.0,33.20421840217746,Current
P0016,Card_766,Faculty,Academics,1.0,4.0,1.0,2.0,107.88578115572255,Current
,Card_767,Faculty,Administration,0.0,4.0,1.0,3.0,74.59645141096989,Current
P0018,Card_768,Campus,Administration,1.0,1.0,1.0,2.0,63.1354594564661,Proposed
P0019,Card_769,Courses,Resources,1.0,2.0,1.0,3.0,37.509498014575755,Current
P0020,Card_770,About,Academics,1.0,4.0,1.0,0.0,19.513741180329262,Proposed
P0021,Card_771,,Main_Nav,1.0,3.0,0.0,7.0,44.809816605449626,Proposed
P0022,Card_772,Contact,Main_Nav,1.0,3.0,1.0,2.0,55.79938119582459,Current
P0023,Card_773,Contact,Academics,1.0,4.0,0.0,5.0,26.508019987397535,Proposed
P0024,Card_774,Contact,Main_Nav,1.0,4.0,1.0,4.0,10.445877087100746,Current
P0025,Card_775,Home,Administration,1.0,4.0,1.0,3.0,22.772522723592264,Current
P0026,Card_776,Research,Resources,1.0,5.0,1.0,1.0,28.623163951447648,Current
P0027,Card_777,Courses,Administration,1.0,4.0,1.0,2.0,53.19714156626126,Current
,Card_778,Admissions,Academics,1.0,4.0,1.0,1.0,85.13154255722819,
P0029,Card_779,Home,Resources,1.0,5.0,1.0,3.0,,Current
P0030,Card_780,Campus,Administration,1.0,4.0,1.0,5.0,159.2871439450624,Proposed
P0031,Card_781,Faculty,Main_Nav,1.0,5.0,1.0,2.0,56.01007177707396,Current
P0032,Card_782,Faculty,Main_Nav,1.0,5.0,1.0,4.0,178.40295257137348,Proposed
P0033,Card_783,Home,Academics,1.0,4.0,1.0,5.0,74.42182695211783,Proposed
P0034,Card_784,About,Resources,1.0,2.0,1.0,3.0,33.446955338335485,Current
P0035,Card_785,Campus,Academics,0.0,1.0,1.0,4.0,93.47873941062683,Current
P0036,Card_786,,Academics,,3.0,1.0,4.0,38.35801010053886,Current
,Card_787,Faculty,Administration,1.0,5.0,1.0,3.0,35.62711650905294,Proposed
P0038,Card_788,Contact,Main_Nav,1.0,,1.0,1.0,25.17319720635594,Current
P0039,Card_789,Courses,Main_Nav,0.0,3.0,0.0,3.0,40.38982265714954,Current
P0040,Card_790,Faculty,Academics,1.0,5.0,1.0,3.0,46.57933000976058,Current
P0041,Card_791,,Main_Nav,1.0,4.0,1.0,2.0,12.940750525262837,Current
P0042,Card_792,Home,Main_Nav,1.0,4.0,1.0,2.0,63.116364408294906,Current
P0043,Card_793,Admissions,Academics,1.0,5.0,0.0,3.0,29.893300849035345,Proposed
P0044,Card_794,Research,Administration,1.0,4.0,1.0,6.0,111.36904399988242,Current
P0045,Card_795,Courses,Main_Nav,1.0,5.0,1.0,1.0,88.82051178746708,Current
P0046,Card_796,About,Academics,1.0,4.0,1.0,4.0,79.14593567220747,Proposed
P0047,Card_797,Home,Administration,1.0,5.0,1.0,3.0,192.1585164705851,Current
P0048,Card_798,About,Administration,1.0,5.0,1.0,1.0,75.69455544930652,Proposed
P0049,Card_799,Home,Resources,1.0,5.0,1.0,4.0,158.0214264591447,Proposed
P0050,Card_800,Home,Main_Nav,1.0,4.0,1.0,5.0,4.41029366574116,Current
P0051,Card_801,Research,Resources,1.0,4.0,1.0,2.0,48.33851007792131,Proposed
P0052,Card_802,About,Administration,1.0,,0.0,0.0,50.788461374163816,Proposed
P0053,Card_803,Courses,Resources,1.0,4.0,1.0,3.0,83.27375592115862,Current
P0054,Card_804,Contact,Administration,1.0,5.0,1.0,1.0,104.2440479593431,Proposed
P0055,Card_805,About,Academics,1.0,,1.0,9.0,14.569902376437561,Current
P0056,Card_806,Home,Academics,1.0,5.0,1.0,4.0,120.67529349082557,Proposed
P0057,Card_807,Campus,Resources,,4.0,1.0,2.0,22.08054395096277,Proposed
P0058,Card_808,Research,Resources,0.0,2.0,1.0,5.0,131.7613470933354,Current
P0059,Card_809,Research,Main_Nav,,2.0,0.0,2.0,,Current
P0060,Card_810,Courses,Main_Nav,1.0,3.0,1.0,4.0,82.24580381670376,Proposed
P0061,Card_811,Campus,Main_Nav,1.0,4.0,1.0,5.0,13.719597104209424,Proposed
P0062,,Admissions,Academics,1.0,4.0,1.0,2.0,42.83705047795591,Proposed
P0063,Card_813,Contact,Main_Nav,1.0,2.0,1.0,7.0,33.64541195960114,Current
,Card_814,Courses,Administration,1.0,4.0,0.0,2.0,213.199709789558,Proposed
P0065,Card_815,Campus,Administration,0.0,4.0,1.0,1.0,76.58414375500627,Current
P0066,Card_816,Contact,Administration,0.0,3.0,1.0,3.0,47.365847815766045,Current
P0067,Card_817,Faculty,Resources,1.0,4.0,0.0,4.0,33.72989845146954,Proposed
P0068,Card_818,Campus,Administration,0.0,4.0,1.0,1.0,19.640232979406765,Current
P0069,Card_819,Courses,Administration,1.0,3.0,1.0,4.0,22.654843077782456,Proposed
P0070,Card_820,Contact,Main_Nav,1.0,3.0,1.0,0.0,103.30394199319842,Proposed
P0071,Card_821,About,Resources,0.0,4.0,1.0,4.0,14.614230005340033,Current
P0072,Card_822,About,Resources,1.0,5.0,0.0,0.0,68.1077440611971,Current
P0073,Card_823,Admissions,Main_Nav,0.0,4.0,1.0,2.0,39.81920904421657,Current
P0074,Card_824,Admissions,Main_Nav,1.0,4.0,1.0,1.0,84.83820912392984,Proposed
P0075,Card_825,,Resources,0.0,4.0,1.0,3.0,61.955959662217396,Current
P0076,,Faculty,Administration,1.0,4.0,1.0,8.0,70.26136132128251,Proposed
P0077,Card_827,Research,Academics,1.0,5.0,1.0,4.0,13.937452099878321,Proposed
P0078,Card_828,,Main_Nav,1.0,2.0,1.0,3.0,66.73609567544644,Proposed
P0079,Card_829,Courses,Resources,1.0,5.0,1.0,5.0,50.672204967463635,Current
P0080,Card_830,About,Academics,1.0,2.0,1.0,3.0,35.95623789395746,Proposed
P0081,Card_831,Home,Academics,1.0,4.0,1.0,2.0,50.61904262090924,Current
P0082,Card_832,Research,Academics,1.0,4.0,1.0,3.0,30.26019920966734,Current
P0083,Card_833,About,Administration,1.0,4.0,1.0,3.0,30.63761015099301,Proposed
,Card_834,Faculty,Academics,1.0,4.0,1.0,1.0,86.28025532087902,Proposed
P0085,Card_835,Courses,Main_Nav,0.0,4.0,1.0,3.0,14.702364561819309,Current
P0086,Card_836,Home,Administration,0.0,4.0,1.0,3.0,117.22561606881305,Current
P0087,Card_837,Campus,Administration,1.0,3.0,1.0,1.0,112.0421977573065,Proposed
P0088,Card_838,Contact,Academics,1.0,3.0,1.0,5.0,88.65897298581139,Current
P0089,Card_839,Contact,Resources,1.0,3.0,1.0,2.0,102.87517928483699,Proposed
P0090,Card_840,Campus,Academics,1.0,5.0,1.0,5.0,111.1097837056674,Proposed
P0091,Card_841,Courses,Administration,1.0,5.0,1.0,7.0,135.90630073262616,Current
P0092,Card_842,Research,Administration,1.0,4.0,1.0,0.0,52.558831847752714,Current
P0093,Card_843,Admissions,Resources,0.0,4.0,1.0,2.0,35.85352436803623,Current
P0094,Card_844,,Administration,0.0,3.0,1.0,2.0,65.15086789860128,Current
P0095,Card_845,Campus,Resources,1.0,5.0,1.0,3.0,37.50128247224566,Proposed
P0096,Card_846,Courses,Academics,1.0,4.0,1.0,5.0,237.77164272556016,Current
P0097,Card_847,Contact,Main_Nav,1.0,5.0,1.0,2.0,44.90548711438183,Current
P0098,Card_848,About,Resources,1.0,1.0,1.0,1.0,21.92850612489755,Proposed
P0099,Card_849,Campus,Resources,1.0,3.0,1.0,0.0,61.41776943071088,Current
P0100,Card_850,Faculty,Main_Nav,1.0,4.0,1.0,4.0,170.81511549217097,Current
P0101,Card_851,Campus,Resources,1.0,3.0,1.0,,65.54561530896143,Proposed
P0102,Card_852,Contact,Resources,0.0,3.0,1.0,4.0,57.76035073912027,Current
P0103,Card_853,About,Administration,1.0,2.0,1.0,3.0,142.4867193344362,Proposed
P0104,Card_854,Admissions,Main_Nav,1.0,4.0,1.0,1.0,165.59917967643224,Current
P0105,Card_855,Contact,Administration,1.0,2.0,1.0,3.0,23.355206861685367,Proposed
P0106,Card_856,Admissions,Academics,1.0,5.0,1.0,4.0,82.5838226441101,Current
P0107,Card_857,About,Main_Nav,1.0,5.0,,2.0,64.56314418485627,Current
P0108,Card_858,Home,Academics,1.0,4.0,1.0,2.0,52.25135711329544,Proposed
P0109,Card_859,Research,Main_Nav,1.0,4.0,1.0,3.0,48.79450061237981,Proposed
P0110,Card_860,Admissions,Academics,1.0,2.0,1.0,4.0,163.40390079096906,Proposed
P0111,Card_861,Campus,Administration,1.0,3.0,1.0,1.0,29.76982939972993,Proposed
P0112,Card_862,Admissions,Main_Nav,1.0,5.0,1.0,2.0,80.86946602504439,
P0113,Card_863,Faculty,Academics,0.0,2.0,0.0,4.0,62.90990379549948,Current
P0114,Card_864,Admissions,Academics,1.0,3.0,0.0,4.0,31.61804833573812,Proposed
P0115,Card_865,Admissions,Main_Nav,1.0,3.0,1.0,1.0,33.896764122401365,Current
P0116,Card_866,Contact,Academics,1.0,2.0,1.0,6.0,227.08503791385758,Proposed
P0117,Card_867,Contact,Administration,1.0,5.0,1.0,2.0,36.30489061518099,Proposed
P0118,Card_868,Faculty,Main_Nav,1.0,4.0,1.0,4.0,59.28636547310032,Current
P0119,Card_869,Contact,Academics,1.0,3.0,1.0,6.0,35.374119480490926,Proposed
P0120,Card_870,Research,Administration,1.0,3.0,1.0,,16.73494311819656,Proposed
P0121,Card_871,About,Resources,1.0,5.0,1.0,3.0,58.79344035155501,Proposed
,Card_872,About,Main_Nav,1.0,4.0,1.0,0.0,167.525733802139,Current
P0123,Card_873,Courses,Resources,1.0,4.0,0.0,5.0,104.22990580453109,Current
P0124,Card_874,Campus,Academics,1.0,1.0,0.0,2.0,120.12506272143833,Proposed
P0125,Card_875,Home,Administration,1.0,2.0,1.0,0.0,28.124763801982173,Proposed
P0001,,Faculty,Academics,1.0,5.0,1.0,3.0,51.20858838052868,Proposed
P0002,Card_877,Admissions,Administration,1.0,2.0,0.0,1.0,145.94057915976765,Proposed
P0003,Card_878,About,Academics,1.0,5.0,1.0,2.0,38.33024948458968,Proposed
P0004,Card_879,Campus,Resources,0.0,4.0,,2.0,122.44770758054551,Current
P0005,Card_880,Home,Academics,1.0,4.0,1.0,3.0,100.76020578570638,Current
P0006,Card_881,Contact,Academics,0.0,5.0,1.0,2.0,94.55236754474598,Current
P0007,Card_882,Contact,Administration,1.0,5.0,1.0,2.0,165.7191937958969,Proposed
P0008,Card_883,Courses,Main_Nav,1.0,2.0,0.0,7.0,40.05864873663087,Current
P0009,Card_884,Courses,Main_Nav,0.0,3.0,1.0,3.0,60.942455498758356,Current
P0010,Card_885,Research,Main_Nav,1.0,3.0,1.0,2.0,26.554464727280287,Proposed
P0011,Card_886,Campus,Main_Nav,1.0,4.0,1.0,2.0,138.93867794795216,Proposed
P0012,Card_887,Courses,Main_Nav,1.0,4.0,1.0,3.0,40.941850613271356,Current
P0013,Card_888,Research,Resources,1.0,5.0,1.0,2.0,8.123613784570527,Current
P0014,Card_889,Contact,Resources,1.0,5.0,1.0,2.0,92.24737954777493,Proposed
,Card_890,Home,Resources,1.0,4.0,1.0,3.0,71.66025295315573,Current
P0016,Card_891,Admissions,Administration,1.0,4.0,1.0,2.0,39.11762789102911,
P0017,Card_892,Admissions,Resources,1.0,4.0,1.0,,47.09221932757198,Current
P0018,Card_893,Research,Main_Nav,1.0,5.0,0.0,,49.87942708397503,Current
P0019,Card_894,Campus,Resources,1.0,2.0,1.0,1.0,31.443204604589464,Proposed
P0020,Card_895,Contact,Main_Nav,1.0,3.0,1.0,0.0,261.20630177111434,Proposed
P0021,Card_896,Campus,Resources,1.0,5.0,1.0,4.0,115.8144661613199,Current
P0022,Card_897,Campus,Resources,1.0,5.0,0.0,4.0,189.0976251690511,Proposed
P0023,Card_898,Faculty,Academics,1.0,4.0,1.0,5.0,24.28124584383799,Proposed
P0024,Card_899,Home,Main_Nav,1.0,,1.0,1.0,47.483059657204876,Proposed
P0025,Card_900,Admissions,Administration,1.0,1.0,1.0,4.0,54.44919597645375,Proposed
P0026,Card_901,Courses,Administration,0.0,5.0,1.0,1.0,88.94168264360877,Current
P0027,Card_902,,Resources,1.0,4.0,1.0,4.0,45.595258827151554,Proposed
P0028,Card_903,Campus,Administration,1.0,4.0,1.0,5.0,11.669969284947943,Proposed
P0029,Card_904,Campus,Administration,0.0,4.0,1.0,1.0,55.706757854678415,Current
P0030,Card_905,Admissions,Resources,1.0,5.0,0.0,1.0,18.814901787855558,Current
P0031,Card_906,Research,Administration,1.0,4.0,1.0,2.0,45.68918265332742,Proposed
P0032,Card_907,Research,Resources,0.0,4.0,1.0,2.0,34.601844012870394,Current
P0033,Card_908,Home,Academics,1.0,5.0,1.0,1.0,185.59405903965924,Proposed
P0034,Card_909,Research,Resources,1.0,3.0,1.0,3.0,105.37887378918096,Proposed
P0035,Card_910,Courses,Academics,1.0,3.0,1.0,1.0,88.95900867470348,Current
P0036,Card_911,Home,Academics,0.0,4.0,,5.0,505.641083361077,Current
P0037,Card_912,Faculty,Main_Nav,1.0,5.0,1.0,2.0,82.96607003275413,Current
P0038,Card_913,Courses,Main_Nav,0.0,4.0,1.0,3.0,22.95239536234752,Current
P0039,Card_914,Courses,Academics,1.0,5.0,1.0,4.0,119.89889108417947,Proposed
P0040,Card_915,Campus,Administration,1.0,5.0,1.0,2.0,16.79795977836401,Proposed
P0041,Card_916,Contact,Main_Nav,0.0,4.0,,1.0,123.89456939783916,Current
P0042,Card_917,Research,Resources,1.0,5.0,1.0,2.0,15.26563618055386,Proposed
P0043,Card_918,Faculty,Resources,1.0,4.0,1.0,1.0,147.4298288720465,Proposed
P0044,Card_919,Courses,Main_Nav,1.0,5.0,0.0,2.0,89.6824739245787,Proposed
P0045,Card_920,Courses,Administration,1.0,4.0,1.0,5.0,28.991883164700706,Proposed
P0046,Card_921,Courses,Administration,1.0,5.0,1.0,4.0,59.51349147740026,Proposed
P0047,Card_922,Courses,Academics,1.0,3.0,1.0,4.0,30.369580343154563,Proposed
P0048,Card_923,Courses,Academics,0.0,4.0,1.0,2.0,62.08608994988375,Current
P0049,Card_924,Admissions,Resources,1.0,5.0,1.0,,296.745200106772,Proposed
P0050,Card_925,Courses,Academics,,4.0,1.0,2.0,73.73017655793124,Proposed
P0051,Card_926,Faculty,Main_Nav,1.0,2.0,1.0,2.0,101.33285124321075,Current
P0052,Card_927,About,Administration,1.0,4.0,1.0,2.0,26.37269219639351,Current
